id,numVuelo,paisOrigen,paisDestino ,fechaSalida,horaSalida ,fechaLlegada,horaLlegada,avionRef,vacantes
676,676,Slovenia,China,23/10/1998,2:33,2/8/1978,0:46,892-37,67
677,677,Poland,Mongolia,19/12/1998,19:55,17/3/1975,4:19,225-40,09
678,678,United States,Philippines,20/4/1989,16:57,24/9/2019,22:03,611-29,81
679,679,Philippines,Poland,14/8/1993,14:07,4/3/1981,3:26,208-74,44
680,680,Czech Republic,Ukraine,4/8/2018,14:25,4/9/2016,14:39,048-73,11
681,681,Finland,China,28/9/1983,10:33,2/2/1977,7:33,650-38,03
682,682,Dominican Republic,France,5/3/1980,11:24,21/5/1987,17:01,382-27,64
683,683,China,Philippines,13/1/1989,18:49,15/6/1986,13:18,017-78,77
684,684,China,China,11/7/1978,5:08,2/1/1980,8:58,217-99,05
685,685,Poland,Netherlands,19/8/1971,0:05,15/11/2018,19:24,041-09,20
686,686,Macedonia,China,1/1/1989,0:13,31/8/1978,13:39,683-07,30
687,687,China,Indonesia,6/8/1984,23:09,2/1/1971,8:06,820-10,29
688,688,Indonesia,Greece,16/4/2012,2:42,22/2/1994,11:49,564-07,60
689,689,China,Kosovo,16/1/2020,19:12,8/5/2001,17:39,126-00,57
690,690,Dominican Republic,France,17/9/1984,23:35,11/9/2011,1:26,886-96,76
691,691,China,Peru,28/12/2013,0:54,5/7/2020,19:20,832-81,93
692,692,Peru,Norway,17/9/1971,10:55,13/1/1986,5:47,257-19,13
693,693,Burkina Faso,China,21/8/1991,12:10,20/2/2004,23:04,089-44,38
694,694,Papua New Guinea,China,29/8/2010,7:29,15/11/1973,2:34,622-25,85
695,695,China,Netherlands,8/7/2003,17:39,28/4/1978,17:53,061-00,33
696,696,Sweden,Brazil,8/5/1999,18:29,5/6/1990,0:24,838-41,32
697,697,Vietnam,Sweden,30/11/1981,21:13,31/8/2018,4:30,560-87,51
698,698,Indonesia,Canada,1/9/2019,2:16,17/4/1971,3:33,657-01,96
699,699,Indonesia,Argentina,15/3/1973,3:57,4/12/1975,9:59,549-92,48
700,700,Brazil,Indonesia,14/12/1978,9:16,14/9/1987,0:34,556-84,80
701,701,Russia,Colombia,9/11/1990,18:57,5/6/1982,1:29,978-50,76
702,702,Belarus,China,21/4/2021,17:56,10/3/2013,12:43,032-96,13
703,703,China,Portugal,2/5/2004,13:48,12/11/2006,20:02,583-86,43
704,704,Indonesia,North Korea,19/1/1990,18:41,28/5/1988,19:37,571-18,00
705,705,China,Honduras,24/8/1993,11:59,31/3/2019,5:55,935-24,25
706,706,Indonesia,Mauritius,10/8/1976,18:21,26/11/1980,5:21,709-68,03
707,707,Thailand,Norway,28/4/1983,5:28,20/12/1974,20:51,964-79,44
708,708,Brazil,Russia,10/6/1990,20:35,22/7/2020,0:28,333-62,53
709,709,Argentina,Indonesia,25/12/1975,13:24,6/4/1994,14:19,806-35,76
710,710,Panama,Philippines,26/6/1978,0:25,14/7/1986,5:58,496-31,48
711,711,China,Portugal,8/10/2019,22:12,17/10/1982,1:34,174-80,89
712,712,China,Estonia,15/11/1988,15:34,13/4/1977,4:07,063-49,98
713,713,Panama,Ethiopia,16/4/1984,2:39,30/4/1995,18:16,618-50,74
714,714,Sweden,Canada,22/11/2005,2:10,22/5/1994,21:46,022-94,15
715,715,Russia,Poland,20/3/1987,1:43,18/1/1974,12:48,826-33,07
716,716,Peru,China,10/6/1971,8:06,30/9/1977,10:13,282-57,18
717,717,Indonesia,Russia,13/5/2007,14:07,4/4/1972,6:34,004-45,88
718,718,Indonesia,Saudi Arabia,6/10/2010,9:08,13/2/1998,7:39,827-76,34
719,719,Philippines,Morocco,5/10/1976,11:07,15/3/2021,9:44,152-14,11
720,720,Mexico,Russia,7/9/2019,0:41,9/11/2004,19:18,174-11,33
721,721,Philippines,China,21/5/2010,1:37,2/1/1989,4:22,069-88,14
722,722,Cyprus,Uganda,27/1/1974,4:57,5/11/2005,10:31,128-53,44
723,723,Albania,Oman,19/4/1989,13:59,14/5/2000,19:27,447-73,69
724,724,Indonesia,North Korea,14/3/1979,10:46,9/12/1983,5:48,025-76,50
725,725,Serbia,China,14/8/1987,10:45,31/1/2005,3:48,332-51,84
726,726,Nigeria,Serbia,24/6/1992,19:35,20/11/1974,3:47,185-84,35
727,727,United States,Palestinian Territory,21/10/2009,1:54,30/11/2016,15:55,308-42,49
728,728,Slovenia,China,17/6/2019,5:29,20/6/2010,14:26,037-62,15
729,729,Azerbaijan,Brazil,14/11/2013,9:42,30/5/1996,0:20,724-97,03
730,730,Lithuania,France,8/3/1972,5:46,4/7/1992,16:22,745-66,54
731,731,Russia,Nigeria,9/6/2017,11:18,22/11/1990,14:46,456-11,41
732,732,Lebanon,Mexico,31/1/2019,20:20,8/1/1974,15:25,088-44,45
733,733,Philippines,Indonesia,26/1/1975,21:05,18/7/2009,0:54,020-37,30
734,734,France,Indonesia,10/4/2015,14:38,19/9/2000,1:02,167-91,10
735,735,China,Philippines,12/3/1995,21:42,20/4/2020,5:29,148-22,26
736,736,Cuba,Bolivia,16/4/1972,2:14,4/10/1984,16:49,267-49,97
737,737,Indonesia,Syria,14/6/2001,6:20,2/5/2005,17:02,626-87,88
738,738,China,Canada,31/5/2001,20:06,5/4/1990,4:37,551-90,76
739,739,Russia,China,8/6/1993,4:55,22/9/2001,10:15,382-02,48
740,740,Colombia,Greece,18/6/2014,12:52,10/6/1977,6:59,767-56,14
741,741,Indonesia,Albania,11/10/1980,17:43,17/4/1986,1:07,844-43,10
742,742,Indonesia,Philippines,11/2/1993,13:22,3/9/1986,16:45,831-32,63
743,743,Brazil,Argentina,21/10/1982,8:55,9/2/2005,22:52,381-25,39
744,744,Russia,China,19/7/1983,11:55,28/4/2006,15:35,324-57,76
745,745,Ireland,Canada,18/8/1995,11:02,30/10/1980,20:20,609-47,78
746,746,Thailand,Panama,20/10/1999,5:16,11/2/1991,20:09,629-75,21
747,747,China,China,23/5/1986,4:01,6/8/1973,10:02,953-59,75
748,748,Poland,China,9/10/2005,17:36,25/7/1975,3:15,092-11,72
749,749,Czech Republic,Brazil,23/9/2000,23:10,8/6/2017,11:32,875-00,15
750,750,Guatemala,China,21/1/1988,2:47,9/12/2003,0:14,147-12,46
751,751,Philippines,Russia,12/3/2021,14:28,28/7/2000,14:33,822-37,44
752,752,Cyprus,China,5/3/1982,15:02,5/12/1994,11:42,724-89,99
753,753,China,China,27/10/1983,10:57,5/2/1990,21:32,691-36,05
754,754,Ukraine,Colombia,12/6/1983,20:59,19/12/1977,23:51,261-13,41
755,755,Israel,China,12/1/2007,15:18,8/4/1971,2:23,895-55,21
756,756,Vietnam,China,1/7/1983,16:54,11/3/1984,23:32,881-67,61
757,757,Brazil,Uganda,15/12/1999,6:21,29/10/2019,14:53,077-10,44
758,758,Morocco,China,1/2/1996,7:55,4/5/2001,18:28,682-50,21
759,759,Indonesia,Sweden,21/10/2002,9:17,18/2/2008,22:18,250-73,37
760,760,Portugal,South Korea,4/9/2011,6:56,16/4/2020,12:56,496-08,11
761,761,Cuba,Brazil,26/5/1979,20:20,13/8/2003,2:51,628-60,96
762,762,Brazil,China,17/9/1981,2:57,3/3/2017,17:15,275-81,11
763,763,China,Czech Republic,31/12/2018,18:20,1/5/1993,9:51,079-83,50
764,764,Thailand,Russia,3/9/2012,20:21,12/10/1981,5:03,849-95,54
765,765,United States,France,10/10/1997,18:26,3/9/1994,16:18,260-09,96
766,766,Argentina,Bulgaria,18/1/2012,19:16,17/8/2019,22:19,753-46,18
767,767,Indonesia,Czech Republic,15/9/2004,17:53,30/11/1976,15:54,990-03,83
768,768,China,Indonesia,30/11/2018,14:05,13/10/2017,5:54,353-47,63
769,769,China,Indonesia,21/5/2016,7:30,10/1/2008,18:03,045-90,78
770,770,China,Indonesia,23/6/1979,16:27,18/2/1993,6:20,128-74,30
771,771,Thailand,Philippines,2/4/1980,5:24,24/2/1979,10:27,030-52,37
772,772,Indonesia,Russia,22/3/2009,19:38,8/7/1980,5:45,384-56,10
773,773,China,Mongolia,1/9/2002,8:46,30/7/2013,1:06,721-53,30
774,774,Japan,Indonesia,19/4/1993,18:24,9/4/1989,12:12,011-21,71
775,775,Argentina,France,29/6/2012,5:04,28/11/1997,5:51,056-72,47
776,776,China,China,10/10/1970,21:11,18/9/2010,17:44,586-43,21
777,777,Russia,Brazil,28/10/1999,15:49,15/7/1993,6:47,269-79,40
778,778,China,Honduras,23/2/1989,17:15,14/10/1978,7:11,673-22,26
779,779,Finland,Peru,31/8/2004,8:38,13/4/2020,6:06,479-58,16
780,780,Portugal,China,3/5/2005,13:26,18/2/2016,18:16,111-28,16
781,781,Thailand,China,19/1/2004,21:36,3/1/2008,15:29,071-62,10
782,782,Philippines,Indonesia,18/1/1994,3:07,2/8/2006,3:55,835-36,95
783,783,Myanmar,Vietnam,26/7/2009,15:13,20/6/1982,4:15,977-77,07
784,784,Armenia,Russia,2/4/2015,3:28,2/8/2002,20:17,504-98,62
785,785,Austria,China,21/11/1971,8:12,8/11/1989,7:38,738-24,14
786,786,Russia,United States,17/8/2006,21:05,13/6/1999,21:49,245-29,79
787,787,Vietnam,Russia,15/4/1993,3:07,22/4/1971,3:43,549-82,25
788,788,China,Indonesia,9/12/1980,23:04,12/11/1998,7:07,992-59,86
789,789,Russia,China,17/12/1997,21:01,6/6/2018,21:05,861-34,44
790,790,China,United States,15/2/1993,11:39,17/1/2020,17:58,543-07,35
791,791,Philippines,Indonesia,24/4/2003,3:51,26/10/1979,18:49,429-12,22
792,792,Peru,Sweden,7/7/2003,7:29,15/6/1996,23:28,585-67,73
793,793,Sweden,Colombia,9/3/2003,15:52,24/8/1972,4:40,717-60,22
794,794,U.S. Virgin Islands,United States,23/12/1996,11:17,22/7/1978,5:06,472-32,34
795,795,China,United Kingdom,10/8/2005,1:51,1/4/2006,9:16,233-16,75
796,796,Bosnia and Herzegovina,Tunisia,18/4/2015,3:12,14/9/2003,10:38,747-33,99
797,797,Indonesia,Brazil,13/8/2021,7:35,7/1/2003,19:32,723-06,98
798,798,China,China,21/9/1988,6:13,6/6/2012,7:15,146-35,81
799,799,Russia,China,7/10/2017,12:43,22/8/1999,16:59,178-92,40
800,800,Argentina,Peru,19/1/1983,3:10,22/8/1972,9:28,355-93,46
801,801,United States,Madagascar,24/11/2003,12:20,28/5/1994,22:38,092-82,08
802,802,Ukraine,Ethiopia,27/1/1973,12:40,14/8/1974,0:30,960-90,78
803,803,Peru,Greece,30/5/1972,18:14,30/6/1992,21:17,923-96,65
804,804,China,Lithuania,27/3/2013,21:04,5/2/1992,13:16,331-37,86
805,805,Vietnam,United States,2/3/1972,4:12,7/6/1992,4:45,941-43,48
806,806,Portugal,China,23/5/2009,5:08,16/12/1993,11:21,694-86,51
807,807,Nigeria,Greece,29/5/1990,0:58,14/4/1994,14:01,515-89,68
808,808,Pakistan,Indonesia,14/11/1989,6:59,27/10/2010,19:02,312-24,23
809,809,Canada,Chad,16/2/2004,6:50,5/4/2013,10:24,028-10,17
810,810,Tanzania,Jamaica,7/1/2017,14:38,21/5/2002,4:35,292-53,33
811,811,Iraq,Armenia,18/8/2009,6:49,12/5/2020,12:41,321-53,27
812,812,Cuba,Greece,5/8/1984,0:19,10/11/1971,8:12,083-99,35
813,813,Luxembourg,Portugal,13/8/2007,20:42,4/5/1976,7:06,880-07,05
814,814,Indonesia,Colombia,5/12/1994,8:43,9/10/1994,8:24,808-31,50
815,815,Thailand,Indonesia,9/8/2003,21:19,17/6/1981,5:25,912-61,49
816,816,Portugal,Iran,17/3/2020,2:56,7/7/2015,0:23,813-18,79
817,817,Peru,Indonesia,3/8/2005,5:28,22/5/1992,10:11,790-82,96
818,818,Libya,Czech Republic,5/5/1974,13:04,26/6/2001,20:21,789-81,46
819,819,Ivory Coast,Indonesia,5/1/2003,5:08,25/8/2016,20:20,964-79,05
820,820,China,Russia,20/2/1992,13:13,7/8/1990,1:50,013-52,74
821,821,Colombia,Brazil,8/10/2010,13:53,6/10/2012,9:42,568-96,39
822,822,Sweden,United States,23/5/2018,17:27,31/12/1984,11:39,614-83,94
823,823,China,United States,7/6/1976,0:49,8/3/1989,12:39,061-47,08
824,824,France,Bolivia,21/3/1976,10:28,3/8/1987,5:58,166-62,30
825,825,Honduras,Russia,28/10/1978,3:23,14/11/1997,7:56,040-81,73
826,826,Portugal,China,11/11/1981,20:08,23/6/1991,13:10,789-26,29
827,827,Russia,Russia,31/1/1996,17:37,7/7/1999,22:20,852-82,23
828,828,Sweden,Brazil,20/8/2007,9:40,30/4/2000,2:58,480-80,54
829,829,Russia,Azerbaijan,10/5/1989,6:47,19/7/2009,19:53,266-99,83
830,830,Greece,China,17/12/2004,8:54,15/1/1989,2:08,474-36,01
831,831,Russia,Ghana,8/10/2013,20:32,18/1/1986,5:11,064-78,27
832,832,Ukraine,China,25/9/2008,13:31,30/9/2005,6:29,467-31,34
833,833,China,China,25/2/2016,13:17,20/2/2002,0:11,215-39,88
834,834,Argentina,China,1/7/1979,16:58,17/7/2018,9:07,473-20,24
835,835,Indonesia,Russia,22/7/2015,9:42,30/11/1979,20:45,608-31,29
836,836,China,Indonesia,19/1/1976,11:48,1/2/2021,7:35,980-44,02
837,837,Yemen,China,31/10/2011,21:44,9/1/1979,18:03,460-53,63
838,838,Brazil,China,12/8/1992,15:00,16/4/1983,7:32,447-27,85
839,839,China,China,6/2/1974,8:28,16/5/1990,2:27,620-12,64
840,840,Indonesia,Cuba,23/12/1983,1:01,4/9/1995,10:27,678-26,51
841,841,United States,Poland,6/4/2002,12:50,20/6/1981,23:31,845-81,15
842,842,Vietnam,China,1/1/1984,1:29,14/3/1972,7:13,586-40,48
843,843,Sweden,Azerbaijan,28/3/1983,3:39,12/1/1997,5:40,766-73,37
844,844,Japan,China,6/6/1993,2:37,29/12/2004,17:59,716-83,91
845,845,Comoros,Vietnam,17/9/1992,5:19,1/7/1990,0:37,344-57,36
846,846,Kosovo,China,25/6/1980,11:17,3/2/1975,12:25,885-79,32
847,847,Russia,Indonesia,22/1/1991,1:22,14/1/2004,18:32,378-74,28
848,848,Russia,Finland,2/10/1990,22:26,23/9/1984,17:02,389-71,32
849,849,Poland,Macedonia,1/11/1976,21:41,8/4/2017,2:18,360-32,21
850,850,Indonesia,Palestinian Territory,14/3/2013,15:28,14/5/2003,17:51,311-44,67
851,851,Uganda,South Africa,18/11/2013,14:37,1/4/2005,17:40,810-56,21
852,852,Czech Republic,Dominican Republic,19/12/1970,21:08,9/9/2004,0:08,945-69,54
853,853,Ireland,China,30/7/1971,15:32,24/7/1999,2:58,666-85,35
854,854,United States,Ukraine,21/10/1996,3:39,21/1/1998,4:20,837-12,41
855,855,Indonesia,Libya,7/1/1995,21:57,31/12/1972,10:20,705-84,15
856,856,Czech Republic,Russia,10/3/1992,19:49,26/10/1998,12:30,193-19,80
857,857,United States,Nigeria,30/5/2005,14:01,20/11/2016,16:46,130-96,29
858,858,Indonesia,Russia,20/12/2003,20:18,16/3/2013,13:58,801-19,73
859,859,Nigeria,Japan,17/1/1994,7:41,16/7/1999,2:36,087-76,12
860,860,Afghanistan,China,21/12/1976,23:37,15/11/1991,21:16,131-07,99
861,861,Cambodia,Bosnia and Herzegovina,23/1/2010,15:48,15/10/1972,21:49,374-35,07
862,862,Ethiopia,France,10/2/2012,10:30,29/4/2004,17:04,344-30,29
863,863,Philippines,Peru,18/10/1977,7:47,17/5/2016,16:26,545-14,06
864,864,China,China,3/12/1991,21:58,13/6/1980,20:37,746-54,17
865,865,Finland,Canada,22/11/1970,9:34,27/8/2006,1:55,960-40,24
866,866,China,Colombia,24/9/1985,16:20,11/8/1987,13:07,885-52,00
867,867,Thailand,Italy,12/3/1986,23:29,29/6/2007,22:50,423-43,24
868,868,Guinea,Czech Republic,23/10/1987,22:37,2/1/1990,11:03,426-77,08
869,869,Russia,Japan,28/4/1972,17:15,24/9/1991,7:08,907-64,30
870,870,Uruguay,Morocco,17/12/2010,6:07,4/2/1975,17:15,095-03,10
871,871,China,China,1/10/1981,13:52,7/4/1975,2:21,913-28,68
872,872,China,Philippines,27/8/2013,8:49,15/1/2018,10:39,827-71,71
873,873,Russia,Pakistan,16/12/2000,11:55,24/2/1971,20:02,617-45,66
874,874,Bulgaria,Peru,25/11/2013,0:29,29/8/2004,20:26,105-00,24
875,875,France,China,31/3/2001,7:35,12/10/1973,19:24,703-96,75
876,876,Peru,Indonesia,5/2/2011,11:38,16/9/1985,6:18,821-88,83
877,877,Philippines,Portugal,24/10/1996,7:45,25/12/1984,19:51,017-40,38
878,878,Russia,Indonesia,15/10/2001,19:18,15/10/2019,12:09,551-06,59
879,879,Afghanistan,Cameroon,14/6/1985,17:55,7/3/1989,23:55,148-64,90
880,880,Belarus,Russia,25/9/2016,12:35,16/11/1978,15:50,910-00,01
881,881,Sudan,France,5/2/2020,4:12,13/3/2019,20:15,612-26,48
882,882,China,China,24/11/1991,5:45,12/9/1985,17:16,363-33,46
883,883,Honduras,France,19/3/2000,12:00,11/3/1973,20:10,530-41,54
884,884,Slovenia,Poland,6/2/1993,15:08,10/12/1973,12:07,645-20,18
885,885,Germany,Japan,10/8/2020,13:15,21/6/2004,8:25,001-64,26
886,886,Brazil,China,5/8/2004,21:49,10/5/1997,18:02,589-59,57
887,887,Portugal,Ivory Coast,29/2/2004,15:12,15/3/1983,23:25,156-79,75
888,888,Japan,Spain,2/10/2002,0:03,19/7/2001,22:45,255-39,51
889,889,Peru,Malaysia,17/2/2000,6:43,4/9/1986,11:44,042-16,62
890,890,Angola,Ethiopia,1/1/1985,5:21,27/10/2009,5:27,759-40,55
891,891,China,Philippines,25/11/2005,11:03,9/9/1983,3:10,616-01,93
892,892,China,Indonesia,19/2/1998,8:33,16/2/2010,15:39,534-29,36
893,893,Philippines,Japan,11/6/2018,17:57,31/1/1972,13:57,579-27,31
894,894,Argentina,Poland,21/10/1975,23:48,25/7/2002,19:07,946-91,09
895,895,Argentina,Colombia,26/2/2008,22:36,27/6/1974,11:13,729-56,04
896,896,China,Indonesia,19/9/2005,22:33,16/11/1999,17:30,632-53,14
897,897,Sweden,Colombia,1/12/2020,16:05,10/1/2000,0:08,724-66,74
898,898,China,Sweden,11/2/2004,13:40,23/1/1971,2:39,740-33,63
899,899,Colombia,Georgia,15/5/2012,8:53,20/1/2002,4:31,133-81,08
900,900,Turkey,Pakistan,2/5/1972,5:11,28/5/1985,10:10,342-95,93
901,901,Azerbaijan,South Korea,3/2/2017,20:26,25/10/1989,3:22,638-24,43
902,902,Indonesia,Indonesia,17/11/1979,23:30,3/12/2001,1:12,462-33,40
903,903,Indonesia,China,13/9/1983,20:10,12/1/2005,18:13,131-73,13
904,904,Greece,China,4/6/1984,22:21,1/4/1991,12:46,202-08,35
905,905,France,Argentina,14/6/2002,9:36,18/1/1991,6:42,505-25,26
906,906,China,Philippines,21/2/1990,5:16,4/11/1988,21:50,190-89,70
907,907,Nigeria,Philippines,6/4/1995,16:27,22/12/1980,0:17,615-15,11
908,908,Canada,Estonia,12/7/2013,7:22,4/1/1973,22:09,573-11,92
909,909,Spain,Japan,1/1/1992,8:02,26/12/2003,19:42,887-47,93
910,910,Indonesia,France,29/8/1992,19:38,4/2/1972,19:08,118-10,67
911,911,France,France,12/11/2010,12:14,15/1/2017,18:38,107-04,97
912,912,Indonesia,Uzbekistan,29/4/1987,18:49,1/5/2016,12:49,329-24,37
913,913,China,Brazil,11/8/2001,19:13,28/3/2005,13:28,595-48,93
914,914,Ukraine,Georgia,14/5/1975,3:45,27/8/1982,17:50,137-65,61
915,915,Philippines,Sweden,19/1/1982,6:24,24/2/2003,17:27,340-68,54
916,916,Sweden,China,18/3/1981,3:44,15/8/1972,21:08,074-19,53
917,917,Belarus,China,27/12/2012,21:08,30/12/2014,13:14,818-98,86
918,918,Ukraine,China,3/1/2017,4:21,20/3/2004,9:10,257-73,32
919,919,United States,Indonesia,17/12/1975,1:36,1/4/1977,17:53,443-13,26
920,920,United States,Zimbabwe,26/11/1975,5:40,29/5/1987,20:29,712-84,80
921,921,China,Nigeria,28/10/2011,13:27,7/6/2017,12:44,265-45,25
922,922,China,Poland,7/8/2018,1:14,9/10/2006,9:47,822-45,03
923,923,Maldives,Russia,30/6/2006,4:52,10/4/1989,16:35,694-06,64
924,924,Indonesia,Peru,14/7/2006,14:16,28/8/1990,16:34,193-75,21
925,925,Vietnam,Brazil,6/2/2013,10:43,2/11/2003,3:44,940-84,39
926,926,China,Indonesia,12/4/2004,3:47,13/6/1994,17:27,166-73,00
927,927,French Polynesia,China,2/5/1974,10:56,1/7/1974,8:16,957-01,45
928,928,China,China,4/7/1973,5:13,2/2/1975,7:54,327-49,29
929,929,Philippines,Ukraine,22/1/2010,9:36,20/6/2007,0:01,348-97,43
930,930,Paraguay,United States,16/11/1970,20:33,5/8/2003,4:40,572-47,78
931,931,Indonesia,Japan,4/2/1990,6:47,22/12/1980,1:07,196-44,76
932,932,Brazil,China,28/8/2015,14:10,3/10/2003,7:27,821-47,75
933,933,South Africa,United Arab Emirates,30/3/1994,17:03,14/10/2006,12:05,528-86,35
934,934,Czech Republic,Colombia,6/2/2014,22:14,28/5/1979,10:11,367-44,94
935,935,Brazil,Palestinian Territory,28/1/2002,9:33,28/10/2009,8:50,950-69,91
936,936,Poland,Philippines,5/7/1983,14:28,1/11/1971,12:23,505-98,29
937,937,Finland,Indonesia,29/8/1991,15:30,26/8/2017,17:30,109-14,86
938,938,Syria,Russia,9/2/2015,9:53,19/4/1981,2:10,665-15,56
939,939,Bolivia,Canada,17/3/1981,17:39,6/6/2003,5:11,664-30,14
940,940,Slovenia,United States,30/7/1971,21:04,7/8/2005,9:09,894-58,23
941,941,Philippines,China,22/10/1986,2:01,8/11/2016,3:14,793-87,25
942,942,Nigeria,Venezuela,13/8/1985,17:30,12/5/1986,8:13,547-12,85
943,943,Madagascar,Philippines,7/2/2003,14:52,13/5/2006,5:16,293-59,79
944,944,Greece,United States,19/7/1979,9:53,26/10/2020,5:35,675-84,93
945,945,China,China,10/2/2012,11:45,18/12/1970,10:59,618-16,33
946,946,Philippines,Poland,21/4/1990,0:26,31/5/2001,5:30,824-43,20
947,947,Guatemala,Sweden,17/12/2007,21:14,23/10/1991,3:27,464-46,46
948,948,Israel,China,5/2/1994,17:54,8/12/2006,22:14,688-51,32
949,949,Bosnia and Herzegovina,Poland,14/6/1997,7:23,23/4/2007,2:18,333-67,06
950,950,Brazil,Syria,9/5/2019,21:06,26/8/2020,0:20,695-96,22
951,951,Philippines,United States,30/10/2015,3:51,29/1/2015,6:13,460-12,77
952,952,Norway,China,6/10/2008,1:31,14/7/1983,23:24,005-28,00
953,953,Russia,China,14/5/1994,14:41,8/7/1978,4:39,947-56,74
954,954,Thailand,Brazil,3/11/2006,22:08,12/9/1972,16:44,875-57,83
955,955,China,Peru,28/7/2016,13:37,10/4/1980,22:48,282-81,23
956,956,Colombia,Indonesia,30/9/1991,19:45,30/9/1980,16:32,304-26,15
957,957,China,China,12/10/1974,14:25,30/8/1991,7:55,584-57,07
958,958,Indonesia,Sweden,7/4/1999,22:37,2/6/2012,8:28,640-83,80
959,959,Peru,Russia,18/9/1989,18:37,5/11/1984,3:38,531-30,20
960,960,Mexico,China,1/4/2020,0:49,10/6/2010,6:53,162-99,21
961,961,Poland,China,24/1/2015,12:18,13/8/1971,22:08,633-94,31
962,962,Japan,Pakistan,2/10/2015,15:47,14/8/1987,9:31,071-68,26
963,963,Poland,Democratic Republic of the Congo,25/3/1976,12:56,20/3/1996,4:27,157-38,21
964,964,China,Russia,27/12/1981,20:04,1/9/1980,17:11,639-99,64
965,965,Moldova,Indonesia,13/12/1971,2:47,10/5/2008,1:32,460-94,15
966,966,Sweden,Czech Republic,26/1/2001,6:55,21/8/1973,5:21,946-81,79
967,967,Central African Republic,Russia,1/3/2020,6:01,1/2/2011,12:02,912-44,29
968,968,Japan,Malaysia,5/11/1995,19:37,6/4/1985,8:44,773-39,16
969,969,China,Russia,13/12/2013,17:18,11/10/2004,6:27,347-00,14
970,970,Nigeria,Philippines,7/4/1980,5:21,17/1/1975,21:30,094-05,95
971,971,Thailand,United States,25/10/1986,21:27,24/5/1991,15:54,213-01,93
972,972,Sweden,Indonesia,16/2/1991,2:07,27/11/1991,4:19,985-03,32
973,973,Finland,Dominican Republic,20/11/2009,22:45,22/4/1991,8:47,901-03,51
974,974,Palestinian Territory,Philippines,19/9/1978,4:07,22/3/1984,2:30,056-95,06
975,975,France,China,8/5/1982,5:01,8/9/2004,6:04,366-10,88
976,976,Indonesia,Ireland,23/2/1991,23:18,26/7/2007,7:57,988-26,15
977,977,Philippines,Kazakhstan,29/6/2007,20:21,17/10/1970,6:28,606-65,66
978,978,Peru,Sweden,3/10/2005,17:57,2/7/2018,9:15,788-82,93
979,979,United States,Finland,11/4/1982,15:36,28/12/1998,7:55,509-67,65
980,980,China,Czech Republic,1/1/2002,7:54,10/3/2004,15:58,901-20,82
981,981,Bolivia,China,9/10/2001,22:03,28/5/2008,10:17,207-56,97
982,982,Palestinian Territory,France,21/1/2013,0:21,6/8/2021,18:15,916-19,41
983,983,Philippines,Chad,16/1/1997,5:43,18/9/2019,3:09,104-97,87
984,984,Brazil,Armenia,5/10/1981,16:48,29/1/2004,7:28,095-53,57
985,985,Serbia,China,16/12/1994,1:22,8/7/2012,8:39,980-94,48
986,986,Nigeria,Greece,29/3/1987,6:21,19/4/1979,19:14,778-02,00
987,987,Indonesia,United States,24/4/1984,17:44,14/5/2013,12:17,602-29,88
988,988,Madagascar,Guatemala,19/4/1980,23:52,15/6/2018,2:22,845-11,07
989,989,Myanmar,Nigeria,10/9/2005,8:34,16/5/1998,17:35,635-40,76
990,990,Tajikistan,Brazil,9/2/1976,9:32,4/4/1983,16:59,473-51,95
991,991,Portugal,Indonesia,4/5/1987,5:22,10/5/2016,5:04,281-90,38
992,992,Croatia,Spain,30/12/2012,9:13,24/6/2013,3:14,568-79,45
993,993,Indonesia,Brazil,4/9/2019,8:02,11/9/2011,3:54,487-16,81
994,994,Poland,Portugal,9/1/1976,5:12,9/9/2014,21:28,447-68,83
995,995,Pakistan,Russia,25/4/1990,5:28,27/11/1994,2:18,274-02,10
996,996,Italy,Poland,11/2/1979,16:15,4/2/2013,17:48,436-21,71
997,997,China,Portugal,18/5/2009,15:25,3/8/1981,21:38,731-95,47
998,998,China,China,9/9/2008,23:32,29/6/1979,15:01,825-46,52
999,999,Ukraine,Brazil,9/6/2008,17:20,13/6/1979,21:17,150-90,83
1000,1000,Philippines,Ukraine,15/11/1991,7:09,14/6/2011,22:17,515-80,45
